ClimeGreAq: A software-based DSS for the climate change adaptation of Greek aquaculture,"Climate change poses increasing challenges to aquaculture, resulting in the need to develop appropriate tools to assess these challenges and support decision-making. We present ClimeGreAq, a software-based Decision Support System (DSS) co-created with stakeholders to support the adaptation of Greek aquaculture to climate change. The DSS is based on an integrated modeling approach which links a biological and an economic model in order to simulate the effects of climate drivers on Greek aquaculture in a spatially heterogeneous manner. The tool may be used by stakeholders including farmers, producer organizations, regional administrations and national authorities to support decision-making on questions ranging from selecting appropriate farming locations, to designating zones for aquaculture activities, to developing national climate adaptation plans. Along with a description of the DSS design process, its structure, and the constituent models, key results are presented relating to stakeholder involvement, the user interface, and several application examples. © 2021"
Widespread regeneration failure in forests of Greater Yellowstone under scenarios of future climate and fire,"Changing climate and disturbance regimes are increasingly challenging the resilience of forest ecosystems around the globe. A powerful indicator for the loss of resilience is regeneration failure, that is, the inability of the prevailing tree species to regenerate after disturbance. Regeneration failure can result from the interplay among disturbance changes (e.g., larger and more frequent fires), altered climate conditions (e.g., increased drought), and functional traits (e.g., method of seed dispersal). This complexity makes projections of regeneration failure challenging. Here we applied a novel simulation approach assimilating data-driven fire projections with vegetation responses from process modeling by means of deep neural networks. We (i) quantified the future probability of regeneration failure; (ii) identified spatial hotspots of regeneration failure; and (iii) assessed how current forest types differ in their ability to regenerate under future climate and fire. We focused on the Greater Yellowstone Ecosystem (2.9 × 106 ha of forest) in the Rocky Mountains of the USA, which has experienced large wildfires in the past and is expected to undergo drastic changes in climate and fire in the future. We simulated four climate scenarios until 2100 at a fine spatial grain (100 m). Both wildfire activity and unstocked forest area increased substantially throughout the 21st century in all simulated scenarios. By 2100, between 28% and 59% of the forested area failed to regenerate, indicating considerable loss of resilience. Areas disproportionally at risk occurred where fires are not constrained by topography and in valleys aligned with predominant winds. High-elevation forest types not adapted to fire (i.e., Picea engelmannii–Abies lasiocarpa as well as non-serotinous Pinus contorta var. latifolia forests) were especially vulnerable to regeneration failure. We conclude that changing climate and fire could exceed the resilience of forests in a substantial portion of Greater Yellowstone, with profound implications for carbon, biodiversity, and recreation. © 2021 The Authors. Global Change Biology published by John Wiley & Sons Ltd."
Irrigation and shifting planting date as climate change adaptation strategies for sorghum,"Climate change is projected to have a global impact that affect food production and security. The objectives of this study were to determine the potential impact of climate change on sorghum yield for rainfed production systems and to evaluate the potential of irrigation and shifting planting dates as adaptation options for two major sorghum production regions in Ethiopia. The Decision Support System for Agrotechnology Transfer (DSSAT) Cropping System Model (CSM)-CERES-Sorghum model was used to simulate the impact of climate change on sorghum yield for two Representative Concentration Pathways (RCPs; RCP 4.5 and RCP 8.5) and for three future periods including the 2025s (2010–2039), 2055s (2040–2069), and 2085s (2070–2099). The Agricultural Model Improvement and Inter-comparison Project (AgMIP) framework was used to select five representative GCMs for hot/dry, cool/dry, middle, hot/wet, and cool/wet climate scenarios. Two climate change adaptation practices including supplemental irrigation at two levels (deficit and full) to the current rainfed production system and shifting planting dates were evaluated. The CSM-CERES-Sorghum model was calibrated and evaluated using eight years of experimental data from Meisso, eastern Ethiopia. The model was then run for Kobo and Meisso under different climate change and crop management scenarios. Based on model evaluation results, the model performed well for simulating sorghum yield (R2 = 0.99), anthesis (R2 = 0.86, RMSE = 1.3), and maturity (R2 = 0.79, RMSE = 4.4). The results showed that the average temperature for Kobo and Meisso is expected to increase by up to 6 °C under RCP8.5 in 2085. For the rainfed production systems without adaptation practices, drought stress is projected to intensify during anthesis, which was reflected by projected yield reductions by up 2 t ha−1 for the two sites. Full irrigation was effective in reducing moisture stress and, thereby, increasing sorghum yield by up to 3 t ha−1 for Kobo and 2 t ha−1 for Meisso. On average, full irrigation resulted in a 1 t ha−1 yield increase compared with deficit irrigation. Early planting dates also resulted in an increase in yield compared to the baseline planting dates, especially when combined with supplemental irrigation, although late planting was consistently disadvantageous even with supplemental irrigation. This study highlighted that the CSM-CERES-Sorghum model can be effectively used to simulate climate change effects on sorghum yield and evaluate different climate change adaptation practices. The outcomes of this study can also help to implement management decisions towards climate change adaptation for the current subsistence and fragile rainfed crop production system in Ethiopia and similar ecoregions across the globe. © 2021 Elsevier B.V."
Land degradation mapping in the MATOPIBA region (Brazil) using remote sensing data and decision-tree analysis,"The expansion of agricultural activities in Brazil resulted in a loss of approximately 50% of the native vegetation of the Cerrado biome, mainly to the north of the biome in a region known as MATOPIBA. Besides contributing to accelerate climate change, the removal of native vegetation is associated with increase soil degradation. In this study, we used the decision tree method to predict degradation using as indicators Normalized Difference Vegetation Index (NDVI) derived indices over the period 1985–2018. Results showed that approximately 4677 km2 (0.63%) of MATOPIBA region is under strong signs of degradation, mostly on pasture and grasslands areas, commonly used for grazing. Although the percentage of degraded areas is relatively small, the mapping indicated that the majority of degradation patches are concentrated not only in areas of low resilience, e.g., areas dominated by weakly structured sandy soils, but also where highly stable latosols dominate. More importantly, these areas were frequently affected by fire over the study period. This finding suggests that the combination of unsustainable traditional land management practices, such as fire, the replacement of forest by pasture, and anthropic activities such as inadequate road planning, are the main factor that trigger degradation processes in this Brazilian region. The study results are important for decision makers for defining investment priorities for conservation and for the recovery of degraded areas. © 2021 Elsevier B.V."
Community Flood Resilience Categorization Framework,"Coupled with climate change, the expansive developments of urban areas are causing a significant increase in flood-related disasters worldwide. However, most flood risk analysis and categorization efforts have been focused on the hydrologic features of flood hazards (e.g., inundation depth, extent, and duration), rarely considering the resulting long-term losses and recovery time (i.e., the community's flood resilience). This paper aims at developing a data-driven community flood resilience categorization framework that can be utilized for the development of realistic disaster management strategies and proactive risk mitigation measures to better protect urban centers from future catastrophic flood events. This approach considers key resilience goals such as the robustness of the exposed community and its recovery rapidity. Such categorization that calls on the two resilience means, namely resourcefulness and redundancy, can empower decision makers to learn from past events and guide future resilience strategies. To demonstrate the applicability of the developed framework, a data-driven framework was applied on historical mainland flood disaster records collected by the US National Weather Services between 1996 and 2019. Descriptive analysis was conducted to identify the features of this dataset as well as the interdependence between the different variables considered. To further demonstrate the utilization of the developed data-driven framework, a spatial analysis was conducted to quantify community flood resilience across different counties within the affected states. Beyond the work presented in this paper, the developed framework lays the foundation to adopt data driven approaches for disasters prediction to guide proactive risk mitigation measures and develop community resilience management insights. © 2021 Elsevier Ltd"
Climate change and NaTech events: A step towards local-scale awareness and preparedness,"The present paper aims at verifying the awareness and preparedness of urban and local planners to cope with NaTech risk, together with the availability of dedicated tools. Since most of the natural events that can trigger technological hazards are influenced by climate change (i.e. flood, heavy rains, storms, etc.), NaTech risk is expected to be strongly increasing in the next years. However, dedicated NaTech planning actions and methods or tools to support them are still rarely available. The requirements of European Adaptation Strategy for Climate were examined considering the issues posed by the Seveso III Directive in terms of NaTech, focusing on the strategies adopted in the European countries, and in particular in Italy. Based on such analysis, a ‘NaTech tool’ dedicated to local planners was developed. Practical and easy to use methods and procedures were proposed in order to allow the use of the method by the local authorities, in the absence of sectorial experts. © 2021 Elsevier Ltd"
Agent-based modelling of post-disaster recovery with remote sensing data,"Disaster risk management, and post-disaster recovery (PDR) in particular, become increasingly important to assure resilient development. Yet, PDR is the most poorly understood phase of the disaster management cycle and can take years or even decades. The physical aspects of the recovery are relatively easy to monitor and evaluate using, e.g. geospatial remote sensing data compared to functional assessments that include social and economic processes. Therefore, there is a need to explore the impacts of different dimensions of the recovery, including individual behaviour and their interactions with socio-economic institutions. In this study, we develop an agent-based model to simulate and explore the PDR process in urban areas of Tacloban, the Philippines devastated by Typhoon Haiyan in 2013. Formal and informal (slum) sector households are differentiated in the model to explore their resilience and different recovery patterns. Machine learning-derived land use maps are extracted from remote sensing images for pre- and post-disaster and are used to provide information on physical recovery. We use the empirical model to evaluate two realistic policy scenarios: the construction of relocation sites after a disaster and the investments in improving employment options. We find that the speed of the recovery of the slum dwellers is higher than formal sector households due to the quick reconstruction of slums and the availability of low-income jobs in the first months after the disaster. Finally, the results reveal that the households' commuting distance to their workplaces is one of the critical factors in households’ decision to relocate after a disaster. © 2021 The Author(s)"
Postdrought Recovery Time Across Global Terrestrial Ecosystems,"Drought, as an intermittent disturbance of the water cycle, profoundly impacts the terrestrial ecosystem. Recovery time (RT) of an ecosystem from drought is an important indicator of assessing drought impacts and ecosystem resilience, yet the spatiotemporal pattern of ecosystem postdrought RT remains controversial in existing studies. Here we investigate the spatiotemporal pattern of postdrought RT across global terrestrial ecosystems using two observation-based gross primary productivity (GPP) data sets: direct flux-site observations and gridded estimates by upscaling flux-site observations using machine-learning approach. For droughts that occur on average once every 5.2 years, the RT typically ranges between 2 and 8 months, with a global mean RT of ∼6 months. Spatially, both GPP data sets show a significant bilinear relationship between RT and moisture gradient, and that ecosystems in arid and humid regions tend to recover from drought more rapidly than semi-arid/sub-humid ecosystems. Additionally, forests show an overall longer RT than shrublands and grasslands. Temporally, global ecosystem RT shows a slight yet significant increasing trend (0.032 months yr−1) during 1982–2010, which is partly caused by the increasing drought for the same period. However, the observed patterns of RT across global bio-climatic zones are not captured by the state-of-the-art land surface models, which exhibit a shorter RT in semi-arid/sub-humid ecosystems but longer RT in arid/humid regions, and a larger increasing trend of RT over time (0.069 months yr−1). Our findings provide crucial insights into ecosystem vulnerability to sub-decadal stress events and ecosystem recovery trajectories among diverse bio-climatic regions and highlight potential model deficiencies that should be accounted for in future model developments. © 2021. American Geophysical Union. All Rights Reserved."
"Machine Learning-Based Modeling of Spatio-Temporally Varying Responses of Rainfed Corn Yield to Climate, Soil, and Management in the U.S. Corn Belt","Better understanding the variabilities in crop yield and production is critical to assessing the vulnerability and resilience of food production systems. Both environmental (climatic and edaphic) conditions and management factors affect the variabilities of crop yield. In this study, we conducted a comprehensive data-driven analysis in the U.S. Corn Belt to understand and model how rainfed corn yield is affected by climate variability and extremes, soil properties (soil available water capacity, soil organic matter), and management practices (planting date and fertilizer applications). Exploratory data analyses revealed that corn yield responds non-linearly to temperature, while the negative vapor pressure deficit (VPD) effect on corn yield is monotonic and more prominent. Higher mean yield and inter-annual yield variability are found associated with high soil available water capacity, while lower inter-annual yield variability is associated with high soil organic matter (SOM). We also identified region-dependent relationships between planting date and yield and a strong correlation between planting date and the April weather condition (temperature and rainfall). Next, we built machine learning models using the random forest and LASSO algorithms, respectively, to predict corn yield with all climatic, soil properties, and management factors. The random forest model achieved a high prediction accuracy for annual yield at county level as early as in July (R2 = 0.781) and outperformed LASSO. The gained insights from this study lead to improved understanding of how corn yield responds to climate variability and projected change in the U.S. Corn Belt and globally. © Copyright © 2021 Xu, Guan, Peng, Wei and Zhao."
Pre-event Resilience Enhancement Strategy for Distribution Systems Based on Dueling DDQN,"Global warming has led to an increasing number of extreme weather events, sequential attacks of such events cause significant damage to distribution grids, and power utilities have to spend huge amounts of resources to strengthen grid structures. To improve the pre-event resilience of distribution systems in the face of extreme events while saving costs, this paper proposes a deep reinforcement learning-based distribution grid hardening strategy that combines the failure rate of hardened components with the hardening cost to form a bi-objective optimization model. Simulations are performed in the IEEE 37-bus system to verify that the hardening strategy found by the proposed approach can significantly improve system resilience under different hardening conditions and disaster situations. © 2021 IEEE."
A deep learning model for predicting climate-induced disasters,"The increased severity and frequency of Climate-Induced Disasters (CID) including those attributed to hydrological, meteorological, and climatological effects have been testing the resilience of cities worldwide. The World Economic Forum highlighted—in its 2020 Global Risk Report—that from 2018 to 2020, three of the top five risks with respect to likelihood and impact are climate related with extreme weather events being the highest ranked risk in terms of likelihood. To alleviate the adverse impacts of CID on cities, this paper aims at predicting the occurrence of CID by linking different climate change indices to historical disaster records. In this respect, a deep learning model was developed for spatial–temporal disaster occurrence prediction. To demonstrate its application, flood disaster data from the Canadian Disaster Database was linked to climate change indices data in Ontario in order to train, test and validate the developed model. The results of the demonstration application showed that the model was able to predict flood disasters with an accuracy of around 96%. In addition to its association with precipitation indices, the study results affirm that flood disasters are closely linked to temperature-related features including the daily temperature gradient, and the number of days with minimum temperature below zero. This work introduces a new perspective in CID prediction, based on historical disaster data, global climate models, and climate change metrics, in an attempt to enhance urban resilience and mitigate CID risks on cities worldwide. © 2021, The Author(s), under exclusive licence to Springer Nature B.V. part of Springer Nature."
A mixed approach for urban flood prediction using Machine Learning and GIS,"Extreme weather conditions, as one of many effects of climate change, is expected to increase the magnitude and frequency of environmental disasters. In parallel, urban centres are also expected to grow significantly in the next years, making necessary to implement the adequate mechanisms to tackle such threats, more specifically flooding. This project aims to develop a flood prediction system using a combination of Machine Learning classifiers along with GIS techniques to be used as an effective tool for urban management and resilience planning. This approach can establish sensible factors and risk indices for the occurrence of floods at the city level, which could be instrumental for outlining a long-term strategy for Smart Cities. The most performant Machine Learning model was a Random Forest, with a Matthew's Correlation Coefficient of 0.77 and an Accuracy of 0.96. To support and extend the capabilities of the Machine Learning model, a GIS model was developed to find areas with higher likelihood of being flooded under critical weather conditions. Therefore, hot spots were defined for the entire city given the observed flood history. The scores obtained from the Random Forest model and the Hot Spot analysis were then combined to create a flood risk index. © 2021 Elsevier Ltd"
Infrastructure performance prediction under Climate-Induced Disasters using data analytics,"The frequency of Climate-induced Disasters (CID) has tripled in the last three decades, driving the World Economic Forum to identify them as the most likely and most impactful risks worldwide. With more than 70% of the world population expected to be living in cities by 2050, ensuring the resilience of urban infrastructure systems under CID is crucial. The present work employs data analytics and machine learning techniques to develop a performance prediction framework for infrastructure systems under CID. The framework encompasses four stages related to: extracting meaningful information about the impact of CID on infrastructure systems and identifying the latter's performance; investigating the relationship between different CID attributes and previously identified system performance; employing data imputation using unsupervised machine learning techniques; and developing and testing a supervised machine learning model based on the different influencing CID attributes. To demonstrate its application, the developed framework is applied to disaster data compiled by the National Weather Services between 1996 and 2019 in the state of New York. The analysis results showed that: i) power systems in New York are the most vulnerable infrastructure to CID, and particularly to wind-related hazards; ii) power system performance level depends on hazard-system interactions rather than solely hazard characteristics; and iii) a 4-predictors random forest-based model can effectively predict power system performance with an accuracy of 89%. This work is expected to aid stakeholders in developing spatio-temporal preparedness plans under CID, which can facilitate mitigating the adverse impacts of CID on infrastructure systems and improve their resilience. © 2021 Elsevier Ltd"
Climate change and specialty coffee potential in Ethiopia,"Current climate change impact studies on coffee have not considered impact on coffee typicities that depend on local microclimatic, topographic and soil characteristics. Thus, this study aims to provide a quantitative risk assessment of the impact of climate change on suitability of five premium specialty coffees in Ethiopia. We implement an ensemble model of three machine learning algorithms to predict current and future (2030s, 2050s, 2070s, and 2090s) suitability for each specialty coffee under four Shared Socio-economic Pathways (SSPs). Results show that the importance of variables determining coffee suitability in the combined model is different from those for specialty coffees despite the climatic factors remaining more important in determining suitability than topographic and soil variables. Our model predicts that 27% of the country is generally suitable for coffee, and of this area, only up to 30% is suitable for specialty coffees. The impact modelling showed that the combined model projects a net gain in coffee production suitability under climate change in general but losses in five out of the six modelled specialty coffee growing areas. We conclude that depending on drivers of suitability and projected impacts, climate change will significantly affect the Ethiopian speciality coffee sector and area-specific adaptation measures are required to build resilience. © 2021, The Author(s)."
A novel framework for risk assessment and resilience of critical infrastructure towards climate change,"The persistent extreme weather events (floods, droughts, heatwaves, etc.) are increasing the risks towards critical infrastructure (C.I). Therefore, it is essential to enhance the resilience of our C.I to withstand such events in the present and future. Here, a review of current and projected impacts of climate change is conducted on extreme events and on possible implications on C.I is carried out, which suggests that such events can have a severe impact on C.Is. Also, two studies on the behaviour of precipitation extremes and temporal evolution of drought across India are carried out, taking into account the corresponding impacts on C.Is. It indicated that north-western, north-eastern westernmost regions and western Ghats are highly susceptible to floods and northern, central-eastern, western, and central regions are prone towards co-occurrence of floods and droughts. Also, a case study on Kharif paddy yield forecasting using different machine learning (ML) models is carried out, where the random forest was found to be the most suitable model for yield prediction. Finally, we put forward a robust framework for risk assessment and improving the resilience of C.Is based upon the principles of flexibility, diversity, and industrial ecology, incorporating both short-term and long-term impacts of climate risk. © 2020"
A human-centred assessment framework to prioritise heat mitigation efforts for active travel at city scale,"Hot weather not only impacts upon human physical comfort and health, but also impacts the way that people access and experience active travel options such as walking and cycling. By evaluating the street thermal environment of a city alongside an assessment of those communities that are the most vulnerable to the effects of heat, we can prioritise areas in which heat mitigation interventions are most needed. In this paper, we propose a new approach for policy makers to determine where to delegate limited resources for heat mitigation with most effective outcomes for the communities. We use eye-level street panorama images and community profiles to provide a bottom-up, human-centred perspective of the city scale assessment, highlighting the situation of urban tree shade provision throughout the streets in comparison with environmental and social-economic status. The approach leverages multiple sources of spatial data including satellite thermal images, Google street view (GSV) images, land use and demographic census data. A deep learning model was developed to automate the classification of streetscape types and percentages at the street- and eye-view level. The methodology is metrics based and scalable which provides a data driven assessment of heat-related vulnerability. The findings of this study first contribute to sustainable development by developing a method to identify geographical areas or neighbourhoods that require heat mitigation; and enforce policies improving tree shade on routes, as a heat adaptation strategy, which will lead to increasing active travel and produce significant health benefits for residents. The approach can be also used to guide post COVID-19 city planning and design. © 2020 Elsevier B.V."
Utilizing world urban database and access portal tools (WUDAPT) and machine learning to facilitate spatial estimation of heatwave patterns,"Climate change lead to more intense, higher frequent and prolonged heat extremes. Understanding the spatial pattern of heatwave is vital for providing the corresponding weather services, making climate change adaptation strategies and heat-health actions. In this study, we present an approach to estimate the heatwave spatial patterns by utilizing the WUDAPT Level 0 data and machine learning. The analysis is based on two years (2009 and 2016) of air temperature data from 86 meteorological monitoring stations in Guangdong province of China, a subtropical region with frequent hot and sultry weather in summer. First, heatwave conditions were quantified by calculating the number of hot days and frequency of heatwave events in each year and used as the response variables. Then, random forest models were built by using a geospatial dataset consisting of WUDAPT and urban canopy parameters (UCP) as predictor variables. Based on the resultant models, spatial patterns of heatwave were estimated and mapped at 100 m spatial-resolution. The results show that this approach is able to estimate heatwave spatial patterns using open data and inform urban policy and decision-making. The study is also a new perspective and a feasible pathway of utilizing WUDPAT Level 0 product to facilitate urban environment applications. © 2021 Elsevier B.V."
Flood risk dynamics and adaptation analyses for coastal cities based on internet big data and hydrology-hydrodynamic models,"Climate change, sea-level rise, land subsidence, and rapid urbanization are likely to increase flood risk in low-lying coastal cities in the future, posing serious challenges to urban sustainability. To quantitatively assess the future trends of flood risks and to carry out effective adaptation measures are among the hot topics for flood risk management. A sound answer needs fine-scale data to support an integrative analysis of hydrology-hydrodynamic processes, socio-economic impacts, and adaptation measures. In this regard, this paper puts forward a set of multidisciplinary and comprehensive methods to address the frontier scientific issues. First, internet big data and machine learning methods were adopted to map the building footprint height, and its economic values, providing a fine-scale spatial and economic information of elements at risk. The residential building footprint was mapped with an accuracy of 92.8%, and the housing price was derived via web crawler from different online real estate websites. Second, the hydrology-hydrodynamic models of TOMAWAC, TELEMAC and MIKE 1D/2D were integrated to simulate four storm-surge flooding scenarios. The scenarios are based on the real Typhoon event TC9711 on August 18, 1997, whereby the wind wave. tide. 1D flood, and 2D flood processes are simulated and flood scenarios of four different return periods are extrapolated. Especially, for future scenarios in 2050, sea level rise and land subsidence are also considered. Third, the expected annual damage (EAD) is estimated via risk analysis technique with combination of flood maps in the four return periods and the fine-scale exposure data. Finally, a cost-benefit analysis was done to evaluate the cost-effectiveness of two flood adaptation measures, i.e., dry flood-proofing and wet flood-proofing measures, for residential buildings. Taking Shanghai as an example, the above methods were applied to comprehensively assess the storm-caused flood risk of residential buildings, its future trends to 2050, and the costs and benefits of two adaptation measures. The results show that: (1) Sea-level rise and land subsidence will significantly exacerbate the flood risks in Shanghai. (2) Under the three Representative Concentration Pathways (RCP4.5, RCP8.5 and RCP8.5 High-end), the area of exposed residential buildings in Shanghai by 2050 may reach 31-49 km(2) (4%-6% of total building area) for a 1/200-year storm flood event and 180-206 km(2) (14%-16%) for a 1/5000-year event. (3) The EAD of residential buildings in 2017 is 440 million CNY (65.4 million USD), which can increase 1.6-2.0 times and reach to CNY 700 million-900 million (104.0 million-133.8 million USD) in 2050. (4) The implementation of both dry and wet flood-proofing measures could potentially reduce the EAD by 76%-79% and 88%-90%, respectively. Both measures are considerably cost-effective: the net present values of dry and wet flood-proofing measures are 2.84 billion-5.53 billion CNY (0.4 billion-0.8 billion USD) and 5.85 billion-9.94 billion CNY (0.9 billion-1.5 billion USD), and the benefit/cost ratios arc 1.9-2.4 and 7.9-9.8 respectively. This indicates that the cost-effectiveness of dry flood-proofing measures is less than that of wet measure. Our findings can provide both scientific understanding and effective adaptation measures for mitigating the future flood risk in Shanghai. These multidisciplinary methods could also be applied to assess flood risk and adaptation strategies in other coastal cities."
Dengue disease dynamics are modulated by the combined influences of precipitation and landscape: A machine learning approach,"Background: Dengue is an endemic vector-borne disease influenced by environmental factors such as landscape and climate. Previous studies separately assessed the effects of landscape and climate factors on mosquito occur-rence and dengue incidence. However, both factors concurrently coexist in time and space and can interact, af-fecting mosquito development and dengue disease transmission. For example, eggs laid in a suitable environment can hatch after being submerged in rain water. It has been difficult for conventional statistical modeling approaches to demonstrate these combined influences due to mathematical constraints. Objectives: To investigate the combined influences of landscape and climate factors on mosquito occurrence and dengue incidence. Methods: Entomological, epidemiological, and landscape data from the rainy season (July-December) were ob-tained from respective government agencies in Metropolitan Manila, Philippines, from 2012 to 2014. Tempera-ture, precipitation and vegetation data were obtained through remote sensing. A random forest algorithm was used to select the landscape and climate variables. Afterward, using the identified key variables, a model-based (MOB) recursive partitioning was implemented to test the combined influences of landscape and climate factors on ovitrap index (vector mosquito occurrence) and dengue incidence. Results: The MOB recursive partitioning for ovitrap index indicated a high sensitivity of vector mosquito occur-rence on environmental conditions generated by a combination of high residential density areas with low precip-itation. Moreover, the MOB recursive partitioning indicated high sensitivity of dengue incidence to the effects of precipitation in areas with high proportions of residential density and commercial areas. Conclusions: Dengue dynamics are not solely influenced by individual effects of either climate or landscape, but rather by their synergistic or combined effects. The presented findings have the potential to target vector surveillance in areas identified as suitable for mosquito occurrence under specific climatic conditions and may be relevant as part of urban planning strategies to control dengue. (c) 2021 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY license (http:// creativecommons.org/licenses/by/4.0/)."
Forest Resistance and Resilience to 2002 Drought in Northern China,"Drought can weaken forest activity and even lead to forest mortality, and the response of different forest types to drought can be diverse. Deciduous broadleaf forest (DBF) and deciduous needleleaf forest (DNF) are two of the majority forest types in northern China. In this region, a severe drought event happened in 2002. However, due to the lack of data, the spatio-temporal characteristics of the ecosystem stability of different forest types here remain unclear. In this study, we used a machine learning approach (model tree ensemble, MTE) to drive fluxsite gross primary productivity (GPP), combined with remote sensing-based GPP and a vegetation index data (EVI), to analyze the spatial and temporal characteristics of resistance and resilience of DNF and DBF in northern China during and after the 2002 drought. The results showed that the DBFs were more acclimatized to the drought, while the resistance and resilience of DNF and DBF were diverse under different consecutive drought events. These results could be suggestive for forest conservation and vegetation modeling."
"Incorporating Climate Change in Pavement Maintenance Policies: Application to Temperature Rise in the Isfahan County, Iran","Although temperature rise is imminent in Iran and could damage asphalt pavements, no national guide exists to adapt them. To ensure the sustainability of pavements against temperature rise, a county-level methodology based on machine-learning algorithms was developed. To show the applicability of the framework, the Isfahan County was studied. The county's climate was found to change from cold-semi-desert to relatively-warm-semidesert in future decades. Then, optimal maintenance policies before and after climate change were identified. It was concluded that optimal policies of arterial roads before and after climate change were more intense than those of local roads. Furthermore, optimal policies after climate change were more intense than those before climate change at additional costs of 1379.57 MR/KM and 632.49 MR/KM respectively for arterial and local roads. The same methodology could be applied to sustainably adapt asphalt pavements of other counties. To validate the research, a questionnaire survey of pavement management and climate change experts was done. The experts confirmed that the methodology facilitates achieving sustainable development goals #9, #11, and #13 by improving maintenance budget allocation, enhancing policy-makers communication with authorities, maintaining adequate technical and end-user levels of service, and adapting pavements to climate change through cost-effective and performance-effective maintenance policies."
"A multi-hazard map-based flooding, gully erosion, forest fires, and earthquakes in Iran","We used three state-of-the-art machine learning techniques (boosted regression tree, random forest, and support vector machine) to produce a multi-hazard (MHR) map illustrating areas susceptible to flooding, gully erosion, forest fires, and earthquakes in Kohgiluyeh and Boyer-Ahmad Province, Iran. The earthquake hazard map was derived from a probabilistic seismic hazard analysis. The mean decrease Gini (MDG) method was implemented to determine the relative importance of effective factors on the spatial occurrence of each of the four hazards. Area under the curve (AUC) plots, based on a validation dataset, were created for the maps generated using the three algorithms to compare the results. The random forest model had the highest predictive accuracy, with AUC values of 0.994, 0.982, and 0.885 for gully erosion, flooding, and forest fires, respectively. Approximately 41%, 40%, 28%, and 3% of the study area are at risk of forest fires, earthquakes, floods, and gully erosion, respectively."
"Restoration of forest resilience to fire from old trees is possible across a large Colorado dry-forest landscape by 2060, but only under the Paris 1.5 degrees C goal","Fire-prone dry forests often face increasing fires from climate change with low resistance and resilience due to logging of large, old fire-resistant trees. Their restoration across large landscapes is constrained by limited mature trees, physical settings, and protection. Active restoration has been costly and shown limited effectiveness, but lower cost passive restoration is less studied. I used GIS and machine learning to see whether passive restoration of old trees could overcome constraints in time, by 2060, across 667,000 ha of montane forests in the San Juan Mountains, Colorado, where temperatures are increasing faster than the global average. Random Forest models of physical locations of reconstructed historical old growth (OG) and relatively frequent fire (RFF) show historical OG with RFF was favored between 6.1 and 7.9 degrees C annual mean temperatures. Random Forest models projected that similar temperature-suitable locations were moved into the current middle montane ca 2015, and would be extended to just below the upper limit of the montane if the Paris 1.5 degrees C goal is reached, but beyond if not. US Forest Service common stand exam data, which covered similar to 15% of the study area and included 26,149 tree ages, show the highest potential for restoring resistance and resilience from old trees is a >= 120-year age class. This class could become a >= 160-year age class, which meets old-growth age criteria, over 81% of the area by ca 2060, nearly fully restoring historical old-growth levels. Half this age class is already protected, and much of the remainder could be retained using evidence-based diameter caps. Datasets thus are sufficient to show that passive restoration of old-tree resistance and resilience to fire is feasible by ca 2060 across a large montane landscape, although contingent on global success in achieving the Paris 1.5 degrees C goal. Passive restoration may be viable elsewhere."
Global migration is driven by the complex interplay between environmental and social factors,"Migration manifests an important response and adaptation measure to changes in the environment and socioeconomic conditions. In a time when environmental stressors and risks are unprecedentedly increasing, understanding the interplay between the underlying factors driving migration is of high importance. While the relationships between environmental and socioeconomic drivers have been identified conceptually, the comprehensive global-scale spatial quantification of their interactions is in its infancy. Here, we performed a geospatial analysis of gridded global net migration from 1990 to 2000 using a novel machine learning approach which analyses the interplay between a set of societal and environmental factors simultaneously at the place of origins (areas of net-negative migration) and destinations (areas of net-positive migration). We diagnosed the importance of eight environmental and societal factors in explaining migration for each country, globally. Nearly half of global in- and out-migration took place in the areas characterized by low adaptive capacity and high environmental stress. Regardless of the income level, income was the key factor in explaining net-migration in half of the countries. Slow-onset environmental factors, drought and water risk, were found to be the dominant environmental variables globally. Our study highlights that factors representing human capacity need to be incorporated into the quantitative diagnosis of environmental migration more rigorously."
